,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
14196,7.2e+17,1.0,1.0,11.0,13.0,1.0,1.0,1.0,1.0,362.0,1.0,365,29,59,128,80.0,40.0,0.0,4.84,4.89,4.89,4.83,4.88,4.88,4.88,3.31,25/09/2024,Breakfast Included / Barrio Downtown Mexico City,"Our location in the heart of the city, ""El Centro"", makes everyone staying with us feel part of our culture from the first moment.<br />Breakfast courtesy, Wi-Fi.<br /><br />-Estadio GNP Seguros (Foro Sol), AutÃ³dromo Hnos. RodrÃ­guez, Palacio de los Deportes (7.7 km)<br />-AICM 20 - 30 min - taxi (8.3 km)<br />-Torre Caballito (Av. P. Reforma)<br />-Teatro MetropÃ³litan<br />-Haires Palace<br />-ZÃ³calo CDMX<br /><br />We hope you have all the experiences we have ready for you!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-720264963924094516/original/2239bec0-0776-4fd6-a489-3720dc8d4cb1.jpeg,Barrio,23/08/2022,SIN INFORMACIO,within an hour,t,['phone'],t,t,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,23/08/2024,SIN INFORMACION,f
14379,7.31e+17,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,171.0,1.6,365,1,1,236,2.0,2.0,0.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,0.18,25/09/2024,HabitaciÃ³n Compartida para Estudiantes IPN,"House with a student atmosphere. We are 4 blocks from the IPN, we have 3 malls nearby, hospitals, banks and Metro Lindavista just around the corner. IPN students and medical residents of nearby hospitals are usually hosted.<br />There are 2 kitchens that are shared, a very spacious terrace and 6 bathrooms.<br />You can try a month and if you like, you can renew.",SIN INFORMACION,https://a0.muscache.com/pictures/5b039a8c-be27-4e96-a2b8-4ee8eb8d7036.jpg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in casa particular,Shared room,5 shared baths,"[""Shared patio or balcony"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Hammock"", ""Long term stays allowed"", ""Exercise equipment"", ""Smoking allowed"", ""Ping pong table"", ""BBQ grill: charcoal""]",SIN INFORMACION,t,25/09/2024,01/08/2024,SIN INFORMACION,f
14649,7.44e+17,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,363.0,1.0,30,18,44,164,72.0,10.9,2.0,4.94,4.89,4.94,4.96,4.94,4.97,4.96,3.09,26/09/2024,Magnificent space of the U.S. Embassy in Reforma,"Welcome to a gem in the heart of Mexico City, located in the prestigious CuauhtÃ©moc neighborhood!<br /><br />As a certified Airbnb host with the prestigious ""Superhost"" status, my commitment to excellence in hospitality is evident in every corner of this property.","Fall in love with its modern and eclectic architecture. You'll find everything here, from shopping malls, big corporations, and the capital's most iconic monuments to businesses that have passed for generations. Undoubtedly, the heart of all of Mexico is in Reforma.",https://a0.muscache.com/pictures/hosting/Hosting-744039736570387282/original/d85740e0-384c-4932-beec-64cb493b9831.jpeg,Javier,28/10/2020,"Gracias a mi enfoque disciplinado, profesionalismo y dedicaciÃ³n.

Soy un trabajador confiable y persistente, comprometido con proporcionar un servicio de calidad.

Mi naturaleza ambiciosa me impulsa a alcanzar altos estÃ¡ndares, y mi capacidad para la organizaciÃ³n y la eficiencia me destaca en roles que requieren atenciÃ³n al detalle.",within an hour,t,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in serviced apartment,Shared room,1 shared bath,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Courtyard view"", ""Freezer"", ""Laundromat nearby"", ""Mabe stainless steel gas stove"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Blender"", ""Hangers"", ""Fast wifi \u2013 347 Mbps"", ""Body soap"", ""Carbon monoxide alarm"", ""Herbal Essences B\u00edorenew Repair Argan Oil Of Morocco Shampoo shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Coffee"", ""Patio or balcony"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Safe"", ""Fire extinguisher"", ""Herbal Essences B\u00edorenew Repair Argan Oil Of Morocco acondicionador conditioner"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,15/09/2024,SIN INFORMACION,f
14697,7.48e+17,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,700.0,1.0,365,30,60,365,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17,25/09/2024,"Cuarto amplio, seguro y excelente ubicaciÃ³n","Peaceful and harmonious place with great tranquility to eat, relax, sleep  and enjoy a good stay. Magnificent location 10 minutes from the Airport, 15 from Foro Sol & Palacio de los sports and 25 to ZÃ³calo, metro station 8 minutes walk.<br />This room can be shared from 2 to 5 people, it has 2 queen size beds and one twin.<br />There is a living room, dining room, kitchen, 2 full bathrooms, patio-garden with barbecue, ping pong table, and a fixed bicycle.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-745110334405587295/original/e0d7972b-83d1-45f9-8e13-2fd57ad24a77.jpeg,Erick,12/12/2018,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2 shared baths,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Exercise equipment"", ""Blender"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""TV with standard cable"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Stove"", ""Cleaning products"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,27/08/2023,SIN INFORMACION,f
14762,7.52e+17,1.0,0.99,17.0,17.0,3.0,2.5,1.0,2.0,1291.0,1.0,365,29,54,346,3.0,3.0,1.0,4.8,4.67,4.67,5.0,5.0,4.67,4.67,0.28,26/09/2024,Casa Mexicana -HabitaciÃ³n Semi-Privada MarÃ­a Felix,"Hostal Fungi Casa Rosa in La Condesa, Mexico City's trendiest colony near bars, restaurants, and museums.<br />The hostel is made up of shared, private, mixed rooms, and an exclusive room for girls.<br /><br />Fungi is a community of digital nomads so we have spaces for work as well as internet 100 MBPS<br /><br />This is the room ""MarÃ­a FÃ©lix"", es private, with shared bathroom. You can review other rooms directly on my profile.<br /><br />You will love it here!","La Condesa is Mexico City's most Trendy colony.<br />The best restaurants, bars, people, museums, shops and parks are here.<br />This area has an Art-Deco architecture, as it was a racecourse in the Condesa de Miravalle <br />Come so you can get to know the whole story with our cultural and culinary tours.",https://a0.muscache.com/pictures/miso/Hosting-751525079295958929/original/caf3b9a3-0c45-41f5-b329-3b8e5b58b55b.jpeg,Rebeca,24/03/2022,"Amo tanto viajar que decidÃ­ dedicarme a la hospitalidad y hotelerÃ­a. Soy una persona alegre, detallista y amante de la naturaleza y los animales. Ser host me llena de felicidad y me encanta conocer viajeros y oÃ­r sus aventuras por el mundo. 
HarÃ© todo lo posible para que tu estancia conmigo sea maravillosa.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in bed and breakfast,Shared room,2.5 shared baths,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Outdoor kitchen"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Outdoor dining area"", ""BBQ grill"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Cleaning products"", ""Indoor fireplace"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,22/09/2024,SIN INFORMACION,t
14834,7.54e+17,1.0,1.0,9.0,12.0,1.0,1.0,1.0,1.0,814.0,1.0,14,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Comfortable Sofa in new apartment in Polanco,"Relax in this quiet and stylish space.<br /><br />Polanco considered is the most exclusive and best located area in Mexico. The best brands, restaurants and main avenues will keep you connected<br /><br />-To access the building: by calling the host, confirming your access with the police, identifying you<br /><br />-Confirm check in time  <br /><br />-You will sleep in a new comfortable sofa with cotton sheets and access to the terrace<br /><br />-In: 15   <br /><br />-Out: 11 am  <br /><br />No smoking  <br /><br />No parties  <br /><br />Visitors are not permitted.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-754033074463749899/original/cae199cd-ca34-4348-96d1-dc848affe449.jpeg,Ignacio,02/02/2017,SIN INFORMACIO,within a few hours,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
14835,7.54e+17,1.0,1.0,9.0,12.0,1.0,1.0,1.0,1.0,750.0,1.0,365,30,60,365,1.0,0.0,0.0,4.8,4.9,4.8,5.0,5.0,5.0,4.8,0.04,25/09/2024,Polanco Sofa Cama Sumamente CÃ³modo,"Relax in this quiet and stylish space.<br /><br />Polanco considered is the most exclusive and best located area in Mexico. The best brands, restaurants and main avenues will keep you connected<br />-To access the building: by calling the host, confirming your access with the police, identifying you  <br /><br />-Confirm the time of arrival   -You will sleep in a new comfortable sofa with cotton sheets and access to the terrace  <br /><br />-In: 15   <br /><br />-Out: 11 am   <br /><br />No smoking  <br />No parties   <br />Visitors are not permitted.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-754033074463749899/original/cae199cd-ca34-4348-96d1-dc848affe449.jpeg,Ignacio,02/02/2017,SIN INFORMACIO,within a few hours,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,21/11/2022,SIN INFORMACION,t
14893,7.57e+17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,928.0,1.0,30,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,"Roma North 49, the ideal place for young travelers","Roma Norte 49 is the ideal spot for young travelers who seek a comfortable and affordable place where they can find everything they search for, cozy rooms, a calm place to work, a terrace to relax and have fun, a restaurant with the tastiest dishes.<br /><br />This hostel is surrounded by amazing places such as restaurants, parks, cafeterias and all sorts of stores.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-757171842112747314/original/0216c209-22d2-4a04-aba6-e49cfeec742a.jpeg,Elizabeth,10/11/2022,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone']",f,t,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
15218,7.76e+17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,904.0,1.0,365,30,60,365,1.0,1.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.09,25/09/2024,RecÃ¡mara cÃ³moda y cÃ©ntrica.,"A bedroom with a single bathroom in a family home, in the most central and safe place of Mexico City.",SIN INFORMACION,https://a0.muscache.com/pictures/d29c1f91-ba3b-42aa-89a8-253393976696.jpg,GermÃ¡n,04/10/2022,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Fire pit"", ""Freezer"", ""Laundromat nearby"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Samsung sound system"", ""LG stove"", ""Blender"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""Toaster"", ""Essentials"", ""Hot water"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Rice maker"", ""Books and reading material"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Cleaning products"", ""Indoor fireplace"", ""Wine glasses"", ""Private backyard"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics""]",SIN INFORMACION,SIN INFORMACION,25/09/2024,29/10/2023,SIN INFORMACION,f
15275,7.77e+17,1.0,1.0,13.0,13.0,1.0,2.0,1.0,1.0,450.0,1.0,15,22,33,332,16.0,0.0,0.0,4.75,4.75,4.88,4.63,4.75,4.69,4.88,0.83,25/09/2024,Cama en el centro histÃ³rico de la CDMX 1 Oaxaca,"Hostel immersed in the historic center of the CDMX. This place has a magnificent location just 10 minutes walk from the capital's ZÃ³calo, very well located with easy access to the city's main public transport routes such as metro and metrobus.","Located on a pedestrian street, full of places to eat or have a drink, very close to the main roads of the historic center.",https://a0.muscache.com/pictures/7fad0802-1313-4344-a5a3-b8715ea6cdbd.jpg,Rodrigo,29/08/2022,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in home,Shared room,2 shared baths,"[""Shared patio or balcony"", ""Body soap"", ""Cleaning products"", ""TV"", ""Wifi"", ""Backyard"", ""Luggage dropoff allowed"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Paid parking lot off premises"", ""Bed linens"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Gen\u00e9rico shampoo"", ""Hot water"", ""Smoking allowed""]",SIN INFORMACION,t,25/09/2024,26/08/2023,SIN INFORMACION,t
15297,7.82e+17,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,428.0,1.0,365,27,57,362,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,26/09/2024,lovely room centric located,Enjoy easy access to everything from this perfectly located home base. A few blocks away from the Angel of independence and Roma Norte- Condesa.<br />Close from the public transportation,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-781989115572179511/original/475da121-2664-4326-a426-5f5a707518a0.jpeg,Marco Antonio,04/08/2022,Mujer trans -Trans Woman,SIN INFORMACION,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Smoking allowed"", ""Wifi"", ""Kitchen""]",SIN INFORMACION,t,26/09/2024,21/09/2024,SIN INFORMACION,f
15312,7.82e+17,1.0,1.0,13.0,13.0,1.0,2.0,1.0,1.0,450.0,1.0,15,22,33,332,10.0,0.0,0.0,4.9,4.9,5.0,4.9,4.9,4.9,5.0,0.48,25/09/2024,Cama en el centro histÃ³rico de la CDMX 2 Oaxaca,"Hostel immersed in the historic center of the CDMX. This place has a magnificent location just 10 minutes walk from the capital's ZÃ³calo, very well located with easy access to the city's main public transport routes such as metro and metrobus.","Located on a pedestrian street, full of places to eat or have a drink, very close to the main roads of the historic center.",https://a0.muscache.com/pictures/b033d04a-37e3-4dc6-91ac-bba1028093b8.jpg,Rodrigo,29/08/2022,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in home,Shared room,2 shared baths,"[""Shared patio or balcony"", ""Wifi"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""Coffee"", ""41 inch HDTV"", ""Bed linens"", ""Extra pillows and blankets"", ""Cleaning products"", ""Private backyard"", ""Dedicated workspace"", ""Smoking allowed"", ""Paid parking off premises""]",SIN INFORMACION,t,25/09/2024,07/05/2023,SIN INFORMACION,t
15346,7.83e+17,1.0,1.0,13.0,13.0,1.0,2.0,1.0,1.0,450.0,1.0,15,22,33,332,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.8,4.8,5.0,0.24,25/09/2024,Cama en el centro histÃ³rico de la CDMX 3 Oaxaca,"Hostel immersed in the historic center of Mexico City. This place has a magnificent location just 10 minutes walk from the capital's ZÃ³calo, very well located with easy access to the main public transport routes of the city such as metro and metrobus.","Located on a pedestrian street, full of places to eat or have a drink, very close to the main roads of the historic center.",https://a0.muscache.com/pictures/miso/Hosting-777009415519607501/original/408dda56-30f8-40dd-acd7-d1a017e9457c.jpeg,Rodrigo,29/08/2022,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in home,Shared room,2 shared baths,"[""Shared patio or balcony"", ""Body soap"", ""Cleaning products"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""First aid kit"", ""Private backyard"", ""Essentials"", ""21 inch HDTV"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Smoking allowed"", ""Paid parking off premises""]",SIN INFORMACION,t,25/09/2024,17/05/2023,SIN INFORMACION,t
